DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20050129.0,2005-01-29,7.0,Saturday,Sábado,29.0,29.0,5.0,January,Enero,1.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050130.0,2005-01-30,1.0,Sunday,Domingo,30.0,30.0,6.0,January,Enero,1.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050131.0,2005-01-31,2.0,Monday,Lunes,31.0,31.0,6.0,January,Enero,1.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050201.0,2005-02-01,3.0,Tuesday,Martes,1.0,32.0,6.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050202.0,2005-02-02,4.0,Wednesday,Miércoles,2.0,33.0,6.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050203.0,2005-02-03,5.0,Thursday,Jueves,3.0,34.0,6.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050204.0,2005-02-04,6.0,Friday,Viernes,4.0,35.0,6.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050205.0,2005-02-05,7.0,Saturday,Sábado,5.0,36.0,6.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050206.0,2005-02-06,1.0,Sunday,Domingo,6.0,37.0,7.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050207.0,2005-02-07,2.0,Monday,Lunes,7.0,38.0,7.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050208.0,2005-02-08,3.0,Tuesday,Martes,8.0,39.0,7.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050209.0,2005-02-09,4.0,Wednesday,Miércoles,9.0,40.0,7.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050210.0,2005-02-10,5.0,Thursday,Jueves,10.0,41.0,7.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050211.0,2005-02-11,6.0,Friday,Viernes,11.0,42.0,7.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050212.0,2005-02-12,7.0,Saturday,Sábado,12.0,43.0,7.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050213.0,2005-02-13,1.0,Sunday,Domingo,13.0,44.0,8.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050214.0,2005-02-14,2.0,Monday,Lunes,14.0,45.0,8.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050215.0,2005-02-15,3.0,Tuesday,Martes,15.0,46.0,8.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050216.0,2005-02-16,4.0,Wednesday,Miércoles,16.0,47.0,8.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050217.0,2005-02-17,5.0,Thursday,Jueves,17.0,48.0,8.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050218.0,2005-02-18,6.0,Friday,Viernes,18.0,49.0,8.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050219.0,2005-02-19,7.0,Saturday,Sábado,19.0,50.0,8.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050220.0,2005-02-20,1.0,Sunday,Domingo,20.0,51.0,9.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050221.0,2005-02-21,2.0,Monday,Lunes,21.0,52.0,9.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050222.0,2005-02-22,3.0,Tuesday,Martes,22.0,53.0,9.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050223.0,2005-02-23,4.0,Wednesday,Miércoles,23.0,54.0,9.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050224.0,2005-02-24,5.0,Thursday,Jueves,24.0,55.0,9.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050225.0,2005-02-25,6.0,Friday,Viernes,25.0,56.0,9.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050226.0,2005-02-26,7.0,Saturday,Sábado,26.0,57.0,9.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050227.0,2005-02-27,1.0,Sunday,Domingo,27.0,58.0,10.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050228.0,2005-02-28,2.0,Monday,Lunes,28.0,59.0,10.0,February,Febrero,2.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050301.0,2005-03-01,3.0,Tuesday,Martes,1.0,60.0,10.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050302.0,2005-03-02,4.0,Wednesday,Miércoles,2.0,61.0,10.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050303.0,2005-03-03,5.0,Thursday,Jueves,3.0,62.0,10.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050304.0,2005-03-04,6.0,Friday,Viernes,4.0,63.0,10.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050305.0,2005-03-05,7.0,Saturday,Sábado,5.0,64.0,10.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050306.0,2005-03-06,1.0,Sunday,Domingo,6.0,65.0,11.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050307.0,2005-03-07,2.0,Monday,Lunes,7.0,66.0,11.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050308.0,2005-03-08,3.0,Tuesday,Martes,8.0,67.0,11.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050309.0,2005-03-09,4.0,Wednesday,Miércoles,9.0,68.0,11.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050310.0,2005-03-10,5.0,Thursday,Jueves,10.0,69.0,11.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050311.0,2005-03-11,6.0,Friday,Viernes,11.0,70.0,11.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050312.0,2005-03-12,7.0,Saturday,Sábado,12.0,71.0,11.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050313.0,2005-03-13,1.0,Sunday,Domingo,13.0,72.0,12.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050314.0,2005-03-14,2.0,Monday,Lunes,14.0,73.0,12.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050315.0,2005-03-15,3.0,Tuesday,Martes,15.0,74.0,12.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050316.0,2005-03-16,4.0,Wednesday,Miércoles,16.0,75.0,12.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050317.0,2005-03-17,5.0,Thursday,Jueves,17.0,76.0,12.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050318.0,2005-03-18,6.0,Friday,Viernes,18.0,77.0,12.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050319.0,2005-03-19,7.0,Saturday,Sábado,19.0,78.0,12.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050320.0,2005-03-20,1.0,Sunday,Domingo,20.0,79.0,13.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050321.0,2005-03-21,2.0,Monday,Lunes,21.0,80.0,13.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050322.0,2005-03-22,3.0,Tuesday,Martes,22.0,81.0,13.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050323.0,2005-03-23,4.0,Wednesday,Miércoles,23.0,82.0,13.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050324.0,2005-03-24,5.0,Thursday,Jueves,24.0,83.0,13.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050325.0,2005-03-25,6.0,Friday,Viernes,25.0,84.0,13.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050326.0,2005-03-26,7.0,Saturday,Sábado,26.0,85.0,13.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050327.0,2005-03-27,1.0,Sunday,Domingo,27.0,86.0,14.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050328.0,2005-03-28,2.0,Monday,Lunes,28.0,87.0,14.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050329.0,2005-03-29,3.0,Tuesday,Martes,29.0,88.0,14.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050330.0,2005-03-30,4.0,Wednesday,Miércoles,30.0,89.0,14.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050331.0,2005-03-31,5.0,Thursday,Jueves,31.0,90.0,14.0,March,Marzo,3.0,1.0,2005.0,1.0,3.0,2005.0,2.0
20050401.0,2005-04-01,6.0,Friday,Viernes,1.0,91.0,14.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050402.0,2005-04-02,7.0,Saturday,Sábado,2.0,92.0,14.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050403.0,2005-04-03,1.0,Sunday,Domingo,3.0,93.0,15.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050404.0,2005-04-04,2.0,Monday,Lunes,4.0,94.0,15.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050405.0,2005-04-05,3.0,Tuesday,Martes,5.0,95.0,15.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050406.0,2005-04-06,4.0,Wednesday,Miércoles,6.0,96.0,15.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050407.0,2005-04-07,5.0,Thursday,Jueves,7.0,97.0,15.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050408.0,2005-04-08,6.0,Friday,Viernes,8.0,98.0,15.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050409.0,2005-04-09,7.0,Saturday,Sábado,9.0,99.0,15.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050410.0,2005-04-10,1.0,Sunday,Domingo,10.0,100.0,16.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050411.0,2005-04-11,2.0,Monday,Lunes,11.0,101.0,16.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050412.0,2005-04-12,3.0,Tuesday,Martes,12.0,102.0,16.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050413.0,2005-04-13,4.0,Wednesday,Miércoles,13.0,103.0,16.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050414.0,2005-04-14,5.0,Thursday,Jueves,14.0,104.0,16.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050415.0,2005-04-15,6.0,Friday,Viernes,15.0,105.0,16.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050416.0,2005-04-16,7.0,Saturday,Sábado,16.0,106.0,16.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050417.0,2005-04-17,1.0,Sunday,Domingo,17.0,107.0,17.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050418.0,2005-04-18,2.0,Monday,Lunes,18.0,108.0,17.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050419.0,2005-04-19,3.0,Tuesday,Martes,19.0,109.0,17.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050420.0,2005-04-20,4.0,Wednesday,Miércoles,20.0,110.0,17.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050421.0,2005-04-21,5.0,Thursday,Jueves,21.0,111.0,17.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050422.0,2005-04-22,6.0,Friday,Viernes,22.0,112.0,17.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050423.0,2005-04-23,7.0,Saturday,Sábado,23.0,113.0,17.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050424.0,2005-04-24,1.0,Sunday,Domingo,24.0,114.0,18.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050425.0,2005-04-25,2.0,Monday,Lunes,25.0,115.0,18.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050426.0,2005-04-26,3.0,Tuesday,Martes,26.0,116.0,18.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050427.0,2005-04-27,4.0,Wednesday,Miércoles,27.0,117.0,18.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050428.0,2005-04-28,5.0,Thursday,Jueves,28.0,118.0,18.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050429.0,2005-04-29,6.0,Friday,Viernes,29.0,119.0,18.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050430.0,2005-04-30,7.0,Saturday,Sábado,30.0,120.0,18.0,April,Abril,4.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050501.0,2005-05-01,1.0,Sunday,Domingo,1.0,121.0,19.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050502.0,2005-05-02,2.0,Monday,Lunes,2.0,122.0,19.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050503.0,2005-05-03,3.0,Tuesday,Martes,3.0,123.0,19.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050504.0,2005-05-04,4.0,Wednesday,Miércoles,4.0,124.0,19.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050505.0,2005-05-05,5.0,Thursday,Jueves,5.0,125.0,19.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050506.0,2005-05-06,6.0,Friday,Viernes,6.0,126.0,19.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050507.0,2005-05-07,7.0,Saturday,Sábado,7.0,127.0,19.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050508.0,2005-05-08,1.0,Sunday,Domingo,8.0,128.0,20.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050509.0,2005-05-09,2.0,Monday,Lunes,9.0,129.0,20.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050510.0,2005-05-10,3.0,Tuesday,Martes,10.0,130.0,20.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050511.0,2005-05-11,4.0,Wednesday,Miércoles,11.0,131.0,20.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050512.0,2005-05-12,5.0,Thursday,Jueves,12.0,132.0,20.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050513.0,2005-05-13,6.0,Friday,Viernes,13.0,133.0,20.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050514.0,2005-05-14,7.0,Saturday,Sábado,14.0,134.0,20.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050515.0,2005-05-15,1.0,Sunday,Domingo,15.0,135.0,21.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050516.0,2005-05-16,2.0,Monday,Lunes,16.0,136.0,21.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050517.0,2005-05-17,3.0,Tuesday,Martes,17.0,137.0,21.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050518.0,2005-05-18,4.0,Wednesday,Miércoles,18.0,138.0,21.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050519.0,2005-05-19,5.0,Thursday,Jueves,19.0,139.0,21.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050520.0,2005-05-20,6.0,Friday,Viernes,20.0,140.0,21.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050521.0,2005-05-21,7.0,Saturday,Sábado,21.0,141.0,21.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050522.0,2005-05-22,1.0,Sunday,Domingo,22.0,142.0,22.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050523.0,2005-05-23,2.0,Monday,Lunes,23.0,143.0,22.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050524.0,2005-05-24,3.0,Tuesday,Martes,24.0,144.0,22.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050525.0,2005-05-25,4.0,Wednesday,Miércoles,25.0,145.0,22.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050526.0,2005-05-26,5.0,Thursday,Jueves,26.0,146.0,22.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050527.0,2005-05-27,6.0,Friday,Viernes,27.0,147.0,22.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050528.0,2005-05-28,7.0,Saturday,Sábado,28.0,148.0,22.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050529.0,2005-05-29,1.0,Sunday,Domingo,29.0,149.0,23.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050530.0,2005-05-30,2.0,Monday,Lunes,30.0,150.0,23.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050531.0,2005-05-31,3.0,Tuesday,Martes,31.0,151.0,23.0,May,Mayo,5.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050601.0,2005-06-01,4.0,Wednesday,Miércoles,1.0,152.0,23.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050602.0,2005-06-02,5.0,Thursday,Jueves,2.0,153.0,23.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050603.0,2005-06-03,6.0,Friday,Viernes,3.0,154.0,23.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050604.0,2005-06-04,7.0,Saturday,Sábado,4.0,155.0,23.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050605.0,2005-06-05,1.0,Sunday,Domingo,5.0,156.0,24.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050606.0,2005-06-06,2.0,Monday,Lunes,6.0,157.0,24.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050607.0,2005-06-07,3.0,Tuesday,Martes,7.0,158.0,24.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050608.0,2005-06-08,4.0,Wednesday,Miércoles,8.0,159.0,24.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050609.0,2005-06-09,5.0,Thursday,Jueves,9.0,160.0,24.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050610.0,2005-06-10,6.0,Friday,Viernes,10.0,161.0,24.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050611.0,2005-06-11,7.0,Saturday,Sábado,11.0,162.0,24.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050612.0,2005-06-12,1.0,Sunday,Domingo,12.0,163.0,25.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050613.0,2005-06-13,2.0,Monday,Lunes,13.0,164.0,25.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050614.0,2005-06-14,3.0,Tuesday,Martes,14.0,165.0,25.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050615.0,2005-06-15,4.0,Wednesday,Miércoles,15.0,166.0,25.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050616.0,2005-06-16,5.0,Thursday,Jueves,16.0,167.0,25.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050617.0,2005-06-17,6.0,Friday,Viernes,17.0,168.0,25.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050618.0,2005-06-18,7.0,Saturday,Sábado,18.0,169.0,25.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050619.0,2005-06-19,1.0,Sunday,Domingo,19.0,170.0,26.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050620.0,2005-06-20,2.0,Monday,Lunes,20.0,171.0,26.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050621.0,2005-06-21,3.0,Tuesday,Martes,21.0,172.0,26.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050622.0,2005-06-22,4.0,Wednesday,Miércoles,22.0,173.0,26.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050623.0,2005-06-23,5.0,Thursday,Jueves,23.0,174.0,26.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050624.0,2005-06-24,6.0,Friday,Viernes,24.0,175.0,26.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050625.0,2005-06-25,7.0,Saturday,Sábado,25.0,176.0,26.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050626.0,2005-06-26,1.0,Sunday,Domingo,26.0,177.0,27.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050627.0,2005-06-27,2.0,Monday,Lunes,27.0,178.0,27.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050628.0,2005-06-28,3.0,Tuesday,Martes,28.0,179.0,27.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050629.0,2005-06-29,4.0,Wednesday,Miércoles,29.0,180.0,27.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
20050630.0,2005-06-30,5.0,Thursday,Jueves,30.0,181.0,27.0,June,Junio,6.0,2.0,2005.0,1.0,4.0,2005.0,2.0
